station_id,stationname,date,daytype,rides
41190,Jarvis,01/09/2024,W,812
41190,Jarvis,01/10/2024,W,906
41190,Jarvis,01/11/2024,W,976
41190,Jarvis,01/12/2024,W,784
41190,Jarvis,01/13/2024,A,696
41190,Jarvis,01/14/2024,U,401
41190,Jarvis,01/15/2024,W,469
41190,Jarvis,01/16/2024,W,534
41190,Jarvis,01/17/2024,W,846
41190,Jarvis,01/18/2024,W,936
41190,Jarvis,01/19/2024,W,877
41190,Jarvis,01/20/2024,A,674
41190,Jarvis,01/21/2024,U,619
41190,Jarvis,01/22/2024,W,876
41190,Jarvis,01/23/2024,W,929
41190,Jarvis,01/24/2024,W,1002
41190,Jarvis,01/25/2024,W,1022
41190,Jarvis,01/26/2024,W,941
41190,Jarvis,01/27/2024,A,755
41190,Jarvis,01/28/2024,U,593
41190,Jarvis,01/29/2024,W,879
41190,Jarvis,01/30/2024,W,946
41190,Jarvis,01/31/2024,W,963
41200,Argyle,01/01/2024,U,1104
41200,Argyle,01/02/2024,W,1992
41200,Argyle,01/03/2024,W,2095
41200,Argyle,01/04/2024,W,2142
41200,Argyle,01/05/2024,W,2147
41200,Argyle,01/06/2024,A,1706
41200,Argyle,01/07/2024,U,1205
41200,Argyle,01/08/2024,W,2183
41200,Argyle,01/09/2024,W,2292
41200,Argyle,01/10/2024,W,2470
41200,Argyle,01/11/2024,W,2545
41200,Argyle,01/12/2024,W,1868
41200,Argyle,01/13/2024,A,1576
41200,Argyle,01/14/2024,U,751
41200,Argyle,01/15/2024,W,985
41200,Argyle,01/16/2024,W,1295
41200,Argyle,01/17/2024,W,2117
41200,Argyle,01/18/2024,W,2365
41200,Argyle,01/19/2024,W,2087
41200,Argyle,01/20/2024,A,1683
41200,Argyle,01/21/2024,U,1222
41200,Argyle,01/22/2024,W,2190
41200,Argyle,01/23/2024,W,2453
41200,Argyle,01/24/2024,W,2499
41200,Argyle,01/25/2024,W,2563
41200,Argyle,01/26/2024,W,2331
41200,Argyle,01/27/2024,A,1887
41200,Argyle,01/28/2024,U,1333
41200,Argyle,01/29/2024,W,2285
41200,Argyle,01/30/2024,W,2648
41200,Argyle,01/31/2024,W,2526
41210,Wellington,01/01/2024,U,436
41210,Wellington,01/02/2024,W,1232
41210,Wellington,01/03/2024,W,1523
41210,Wellington,01/04/2024,W,1595
41210,Wellington,01/05/2024,W,1222
41210,Wellington,01/06/2024,A,815
41210,Wellington,01/07/2024,U,523
41210,Wellington,01/08/2024,W,1572
41210,Wellington,01/09/2024,W,1752
41210,Wellington,01/10/2024,W,1945
41210,Wellington,01/11/2024,W,2012
41210,Wellington,01/12/2024,W,1078
41210,Wellington,01/13/2024,A,707
41210,Wellington,01/14/2024,U,205
41210,Wellington,01/15/2024,W,533
41210,Wellington,01/16/2024,W,852
41210,Wellington,01/17/2024,W,1599
41210,Wellington,01/18/2024,W,1901
41210,Wellington,01/19/2024,W,1288
41210,Wellington,01/20/2024,A,721
41210,Wellington,01/21/2024,U,508
41210,Wellington,01/22/2024,W,1575
41210,Wellington,01/23/2024,W,1950
41210,Wellington,01/24/2024,W,1979
41210,Wellington,01/25/2024,W,2061
41210,Wellington,01/26/2024,W,1408
41210,Wellington,01/27/2024,A,852
41210,Wellington,01/28/2024,U,563
41210,Wellington,01/29/2024,W,1548
41210,Wellington,01/30/2024,W,2049
41210,Wellington,01/31/2024,W,2015
41220,Fullerton,01/01/2024,U,2892
41220,Fullerton,01/02/2024,W,3824
41220,Fullerton,01/03/2024,W,4504
41220,Fullerton,01/04/2024,W,4788
41220,Fullerton,01/05/2024,W,4154
41220,Fullerton,01/06/2024,A,3823
41220,Fullerton,01/07/2024,U,3290
41220,Fullerton,01/08/2024,W,8572
41220,Fullerton,01/09/2024,W,8446
41220,Fullerton,01/10/2024,W,9293
41220,Fullerton,01/11/2024,W,9493
41220,Fullerton,01/12/2024,W,4551
41220,Fullerton,01/13/2024,A,3998
41220,Fullerton,01/14/2024,U,1778
41220,Fullerton,01/15/2024,W,2182
41220,Fullerton,01/16/2024,W,2755
41220,Fullerton,01/17/2024,W,8224
41220,Fullerton,01/18/2024,W,9219
41220,Fullerton,01/19/2024,W,5969
41220,Fullerton,01/20/2024,A,4496
41220,Fullerton,01/21/2024,U,3112
41220,Fullerton,01/22/2024,W,8156
41220,Fullerton,01/23/2024,W,8929
41220,Fullerton,01/24/2024,W,9365
41220,Fullerton,01/25/2024,W,9674
41220,Fullerton,01/26/2024,W,6485
41220,Fullerton,01/27/2024,A,5123
41220,Fullerton,01/28/2024,U,3627
41220,Fullerton,01/29/2024,W,8263
41220,Fullerton,01/30/2024,W,9387
41220,Fullerton,01/31/2024,W,9326
41230,47th-Dan Ryan,01/01/2024,U,733
41230,47th-Dan Ryan,01/02/2024,W,1161
41230,47th-Dan Ryan,01/03/2024,W,1232
41230,47th-Dan Ryan,01/04/2024,W,1284
41230,47th-Dan Ryan,01/05/2024,W,1254
41230,47th-Dan Ryan,01/06/2024,A,958
41230,47th-Dan Ryan,01/07/2024,U,801
41230,47th-Dan Ryan,01/08/2024,W,1341
41230,47th-Dan Ryan,01/09/2024,W,1281
41230,47th-Dan Ryan,01/10/2024,W,1434
41230,47th-Dan Ryan,01/11/2024,W,1521
41230,47th-Dan Ryan,01/12/2024,W,1085
41230,47th-Dan Ryan,01/13/2024,A,854
41230,47th-Dan Ryan,01/14/2024,U,476
41230,47th-Dan Ryan,01/15/2024,W,693
41230,47th-Dan Ryan,01/16/2024,W,752
41230,47th-Dan Ryan,01/17/2024,W,1272
41230,47th-Dan Ryan,01/18/2024,W,1373
41230,47th-Dan Ryan,01/19/2024,W,1299
41230,47th-Dan Ryan,01/20/2024,A,887
41230,47th-Dan Ryan,01/21/2024,U,718
41230,47th-Dan Ryan,01/22/2024,W,1392
41230,47th-Dan Ryan,01/23/2024,W,1407
41230,47th-Dan Ryan,01/24/2024,W,1519
41230,47th-Dan Ryan,01/25/2024,W,1513
41230,47th-Dan Ryan,01/26/2024,W,1431
41230,47th-Dan Ryan,01/27/2024,A,1073
41230,47th-Dan Ryan,01/28/2024,U,791
41230,47th-Dan Ryan,01/29/2024,W,1462
41230,47th-Dan Ryan,01/30/2024,W,1435
41230,47th-Dan Ryan,01/31/2024,W,1524
41240,Addison-O'Hare,01/01/2024,U,594
41240,Addison-O'Hare,01/02/2024,W,1140
41240,Addison-O'Hare,01/03/2024,W,1263
41240,Addison-O'Hare,01/04/2024,W,1248
41240,Addison-O'Hare,01/05/2024,W,1158
41240,Addison-O'Hare,01/06/2024,A,661
41240,Addison-O'Hare,01/07/2024,U,502
41240,Addison-O'Hare,01/08/2024,W,1450
41240,Addison-O'Hare,01/09/2024,W,1444
41240,Addison-O'Hare,01/10/2024,W,1632
41240,Addison-O'Hare,01/11/2024,W,1696
41240,Addison-O'Hare,01/12/2024,W,1114
41240,Addison-O'Hare,01/13/2024,A,634
41240,Addison-O'Hare,01/14/2024,U,309
41240,Addison-O'Hare,01/15/2024,W,507
41240,Addison-O'Hare,01/16/2024,W,686
41240,Addison-O'Hare,01/17/2024,W,1282
41240,Addison-O'Hare,01/18/2024,W,1515
41240,Addison-O'Hare,01/19/2024,W,1295
41240,Addison-O'Hare,01/20/2024,A,615
41240,Addison-O'Hare,01/21/2024,U,452
41240,Addison-O'Hare,01/22/2024,W,1384
41240,Addison-O'Hare,01/23/2024,W,1495
41240,Addison-O'Hare,01/24/2024,W,1648
41240,Addison-O'Hare,01/25/2024,W,1647
41240,Addison-O'Hare,01/26/2024,W,1488
41240,Addison-O'Hare,01/27/2024,A,747
41240,Addison-O'Hare,01/28/2024,U,569
41240,Addison-O'Hare,01/29/2024,W,1496
41240,Addison-O'Hare,01/30/2024,W,1623
41240,Addison-O'Hare,01/31/2024,W,1658
41250,Central-Evanston,01/01/2024,U,109
41250,Central-Evanston,01/02/2024,W,325
41250,Central-Evanston,01/03/2024,W,363
41250,Central-Evanston,01/04/2024,W,352
41250,Central-Evanston,01/05/2024,W,373
41250,Central-Evanston,01/06/2024,A,210
41250,Central-Evanston,01/07/2024,U,230
41250,Central-Evanston,01/08/2024,W,393
41250,Central-Evanston,01/09/2024,W,361
41250,Central-Evanston,01/10/2024,W,397
41250,Central-Evanston,01/11/2024,W,400
41250,Central-Evanston,01/12/2024,W,315
41250,Central-Evanston,01/13/2024,A,139
41250,Central-Evanston,01/14/2024,U,89
41250,Central-Evanston,01/15/2024,W,197
41250,Central-Evanston,01/16/2024,W,238
41250,Central-Evanston,01/17/2024,W,369
41250,Central-Evanston,01/18/2024,W,385
41250,Central-Evanston,01/19/2024,W,346
41250,Central-Evanston,01/20/2024,A,161
41250,Central-Evanston,01/21/2024,U,125
41250,Central-Evanston,01/22/2024,W,401
41250,Central-Evanston,01/23/2024,W,387
41250,Central-Evanston,01/24/2024,W,533
41250,Central-Evanston,01/25/2024,W,424
41250,Central-Evanston,01/26/2024,W,400
41250,Central-Evanston,01/27/2024,A,340
41250,Central-Evanston,01/28/2024,U,176
41250,Central-Evanston,01/29/2024,W,419
41250,Central-Evanston,01/30/2024,W,439
41250,Central-Evanston,01/31/2024,W,517
41260,Austin-Lake,01/01/2024,U,312
41260,Austin-Lake,01/02/2024,W,767
41260,Austin-Lake,01/03/2024,W,847
41260,Austin-Lake,01/04/2024,W,873
41260,Austin-Lake,01/05/2024,W,816
41260,Austin-Lake,01/06/2024,A,427
41260,Austin-Lake,01/07/2024,U,362
41260,Austin-Lake,01/08/2024,W,857
41260,Austin-Lake,01/09/2024,W,907
41260,Austin-Lake,01/10/2024,W,998
41260,Austin-Lake,01/11/2024,W,926
41260,Austin-Lake,01/12/2024,W,643
41260,Austin-Lake,01/13/2024,A,437
41260,Austin-Lake,01/14/2024,U,217
41260,Austin-Lake,01/15/2024,W,346
41260,Austin-Lake,01/16/2024,W,502
41260,Austin-Lake,01/17/2024,W,782
41260,Austin-Lake,01/18/2024,W,881
41260,Austin-Lake,01/19/2024,W,780
41260,Austin-Lake,01/20/2024,A,391
41260,Austin-Lake,01/21/2024,U,320
41260,Austin-Lake,01/22/2024,W,849
41260,Austin-Lake,01/23/2024,W,878
41260,Austin-Lake,01/24/2024,W,975
41260,Austin-Lake,01/25/2024,W,926
41260,Austin-Lake,01/26/2024,W,849
41260,Austin-Lake,01/27/2024,A,492
41260,Austin-Lake,01/28/2024,U,351
41260,Austin-Lake,01/29/2024,W,881
41260,Austin-Lake,01/30/2024,W,1014
41260,Austin-Lake,01/31/2024,W,952
41270,43rd,01/01/2024,U,224
41270,43rd,01/02/2024,W,407
41270,43rd,01/03/2024,W,470
41270,43rd,01/04/2024,W,457
41270,43rd,01/05/2024,W,424
41270,43rd,01/06/2024,A,220
41270,43rd,01/07/2024,U,226
41270,43rd,01/08/2024,W,541
41270,43rd,01/09/2024,W,468
41270,43rd,01/10/2024,W,559
41270,43rd,01/11/2024,W,541
41270,43rd,01/12/2024,W,357
41270,43rd,01/13/2024,A,224
41270,43rd,01/14/2024,U,132
41270,43rd,01/15/2024,W,169
41270,43rd,01/16/2024,W,270
41270,43rd,01/17/2024,W,414
41270,43rd,01/18/2024,W,437
41270,43rd,01/19/2024,W,442
41270,43rd,01/20/2024,A,199
41270,43rd,01/21/2024,U,216
41270,43rd,01/22/2024,W,500
41270,43rd,01/23/2024,W,487
41270,43rd,01/24/2024,W,537
41270,43rd,01/25/2024,W,543
41270,43rd,01/26/2024,W,516
41270,43rd,01/27/2024,A,274
41270,43rd,01/28/2024,U,230
41270,43rd,01/29/2024,W,569
41270,43rd,01/30/2024,W,564
41270,43rd,01/31/2024,W,549
41280,Jefferson Park,01/01/2024,U,1565
41280,Jefferson Park,01/02/2024,W,3149
41280,Jefferson Park,01/03/2024,W,3580
41280,Jefferson Park,01/04/2024,W,3543
41280,Jefferson Park,01/05/2024,W,3287
41280,Jefferson Park,01/06/2024,A,2113
41280,Jefferson Park,01/07/2024,U,1726
41280,Jefferson Park,01/08/2024,W,3841
41280,Jefferson Park,01/09/2024,W,3675
41280,Jefferson Park,01/10/2024,W,4103
41280,Jefferson Park,01/11/2024,W,4061
41280,Jefferson Park,01/12/2024,W,2820
41280,Jefferson Park,01/13/2024,A,1945
41280,Jefferson Park,01/14/2024,U,1257
41280,Jefferson Park,01/15/2024,W,1711
41280,Jefferson Park,01/16/2024,W,2229
41280,Jefferson Park,01/17/2024,W,3511
41280,Jefferson Park,01/18/2024,W,4026
41280,Jefferson Park,01/19/2024,W,3489
41280,Jefferson Park,01/20/2024,A,1966
41280,Jefferson Park,01/21/2024,U,1557
41280,Jefferson Park,01/22/2024,W,3766
41280,Jefferson Park,01/23/2024,W,3745
41280,Jefferson Park,01/24/2024,W,4230
41280,Jefferson Park,01/25/2024,W,4254
41280,Jefferson Park,01/26/2024,W,3778
41280,Jefferson Park,01/27/2024,A,2232
41280,Jefferson Park,01/28/2024,U,1701
41280,Jefferson Park,01/29/2024,W,3791
41280,Jefferson Park,01/30/2024,W,4141
41280,Jefferson Park,01/31/2024,W,4164
41290,Kimball,01/01/2024,U,970
41290,Kimball,01/02/2024,W,1913
41290,Kimball,01/03/2024,W,2044
41290,Kimball,01/04/2024,W,2108
41290,Kimball,01/05/2024,W,2043
41290,Kimball,01/06/2024,A,1496
41290,Kimball,01/07/2024,U,1165
41290,Kimball,01/08/2024,W,2200
41290,Kimball,01/09/2024,W,2186
41290,Kimball,01/10/2024,W,2410
41290,Kimball,01/11/2024,W,2498
41290,Kimball,01/12/2024,W,2012
41290,Kimball,01/13/2024,A,1599
41290,Kimball,01/14/2024,U,769
41290,Kimball,01/15/2024,W,1077
41290,Kimball,01/16/2024,W,1414
41290,Kimball,01/17/2024,W,2259
41290,Kimball,01/18/2024,W,2513
41290,Kimball,01/19/2024,W,2253
41290,Kimball,01/20/2024,A,1551
41290,Kimball,01/21/2024,U,1114
41290,Kimball,01/22/2024,W,2338
41290,Kimball,01/23/2024,W,2412
41290,Kimball,01/24/2024,W,2559
41290,Kimball,01/25/2024,W,2637
41290,Kimball,01/26/2024,W,2464
41290,Kimball,01/27/2024,A,1763
41290,Kimball,01/28/2024,U,1214
41290,Kimball,01/29/2024,W,2424
41290,Kimball,01/30/2024,W,2615
41290,Kimball,01/31/2024,W,2611
41300,Loyola,01/01/2024,U,1221
41300,Loyola,01/02/2024,W,1825
41300,Loyola,01/03/2024,W,1962
41300,Loyola,01/04/2024,W,1931
41300,Loyola,01/05/2024,W,1935
41300,Loyola,01/06/2024,A,1568
41300,Loyola,01/07/2024,U,1271
41300,Loyola,01/08/2024,W,2080
41300,Loyola,01/09/2024,W,2037
41300,Loyola,01/10/2024,W,2306
41300,Loyola,01/11/2024,W,2409
41300,Loyola,01/12/2024,W,1869
41300,Loyola,01/13/2024,A,1810
41300,Loyola,01/14/2024,U,929
41300,Loyola,01/15/2024,W,1150
41300,Loyola,01/16/2024,W,1882
41300,Loyola,01/17/2024,W,2892
41300,Loyola,01/18/2024,W,3206
41300,Loyola,01/19/2024,W,3235
41300,Loyola,01/20/2024,A,2343
41300,Loyola,01/21/2024,U,1732
41300,Loyola,01/22/2024,W,3057
41300,Loyola,01/23/2024,W,3234
41300,Loyola,01/24/2024,W,3309
41300,Loyola,01/25/2024,W,3489
41300,Loyola,01/26/2024,W,3496
41300,Loyola,01/27/2024,A,2636
41300,Loyola,01/28/2024,U,1689
41300,Loyola,01/29/2024,W,3072
41300,Loyola,01/30/2024,W,3448
41300,Loyola,01/31/2024,W,3366
41310,Paulina,01/01/2024,U,489
41310,Paulina,01/02/2024,W,1236
41310,Paulina,01/03/2024,W,1427
41310,Paulina,01/04/2024,W,1474
41310,Paulina,01/05/2024,W,1100
41310,Paulina,01/06/2024,A,942
41310,Paulina,01/07/2024,U,601
41310,Paulina,01/08/2024,W,1467
41310,Paulina,01/09/2024,W,1439
41310,Paulina,01/10/2024,W,1812
41310,Paulina,01/11/2024,W,1850
41310,Paulina,01/12/2024,W,1019
41310,Paulina,01/13/2024,A,878
41310,Paulina,01/14/2024,U,168
41310,Paulina,01/15/2024,W,501
41310,Paulina,01/16/2024,W,757
41310,Paulina,01/17/2024,W,1454
41310,Paulina,01/18/2024,W,1696
41310,Paulina,01/19/2024,W,1223
41310,Paulina,01/20/2024,A,1055
41310,Paulina,01/21/2024,U,675
41310,Paulina,01/22/2024,W,1426
41310,Paulina,01/23/2024,W,1702
41310,Paulina,01/24/2024,W,1801
41310,Paulina,01/25/2024,W,1852
41310,Paulina,01/26/2024,W,1381
41310,Paulina,01/27/2024,A,1204
41310,Paulina,01/28/2024,U,754
41310,Paulina,01/29/2024,W,1412
41310,Paulina,01/30/2024,W,1801
41310,Paulina,01/31/2024,W,1755
41320,Belmont-North Main,01/01/2024,U,3933
41320,Belmont-North Main,01/02/2024,W,4812
41320,Belmont-North Main,01/03/2024,W,5237
41320,Belmont-North Main,01/04/2024,W,5613
41320,Belmont-North Main,01/05/2024,W,5032
41320,Belmont-North Main,01/06/2024,A,4797
41320,Belmont-North Main,01/07/2024,U,3464
41320,Belmont-North Main,01/08/2024,W,5398
41320,Belmont-North Main,01/09/2024,W,5587
41320,Belmont-North Main,01/10/2024,W,6382
41320,Belmont-North Main,01/11/2024,W,6642
41320,Belmont-North Main,01/12/2024,W,4212
41320,Belmont-North Main,01/13/2024,A,4379
41320,Belmont-North Main,01/14/2024,U,1916
41320,Belmont-North Main,01/15/2024,W,2378
41320,Belmont-North Main,01/16/2024,W,3374
41320,Belmont-North Main,01/17/2024,W,5542
41320,Belmont-North Main,01/18/2024,W,6480
41320,Belmont-North Main,01/19/2024,W,5232
41320,Belmont-North Main,01/20/2024,A,4623
41320,Belmont-North Main,01/21/2024,U,3296
41320,Belmont-North Main,01/22/2024,W,5378
41320,Belmont-North Main,01/23/2024,W,6337
41320,Belmont-North Main,01/24/2024,W,6577
41320,Belmont-North Main,01/25/2024,W,6631
41320,Belmont-North Main,01/26/2024,W,5632
41320,Belmont-North Main,01/27/2024,A,5395
41320,Belmont-North Main,01/28/2024,U,3669
41320,Belmont-North Main,01/29/2024,W,5611
41320,Belmont-North Main,01/30/2024,W,6748
41320,Belmont-North Main,01/31/2024,W,6477
41330,Montrose-O'Hare,01/01/2024,U,547
41330,Montrose-O'Hare,01/02/2024,W,1050
41330,Montrose-O'Hare,01/03/2024,W,1214
41330,Montrose-O'Hare,01/04/2024,W,1198
41330,Montrose-O'Hare,01/05/2024,W,1057
41330,Montrose-O'Hare,01/06/2024,A,736
41330,Montrose-O'Hare,01/07/2024,U,559
41330,Montrose-O'Hare,01/08/2024,W,1224
41330,Montrose-O'Hare,01/09/2024,W,1234
41330,Montrose-O'Hare,01/10/2024,W,1339
41330,Montrose-O'Hare,01/11/2024,W,1406
41330,Montrose-O'Hare,01/12/2024,W,947
41330,Montrose-O'Hare,01/13/2024,A,596
41330,Montrose-O'Hare,01/14/2024,U,395
41330,Montrose-O'Hare,01/15/2024,W,508
41330,Montrose-O'Hare,01/16/2024,W,676
41330,Montrose-O'Hare,01/17/2024,W,1145
41330,Montrose-O'Hare,01/18/2024,W,1303
41330,Montrose-O'Hare,01/19/2024,W,1082
41330,Montrose-O'Hare,01/20/2024,A,612
41330,Montrose-O'Hare,01/21/2024,U,501
41330,Montrose-O'Hare,01/22/2024,W,1219
41330,Montrose-O'Hare,01/23/2024,W,1349
41330,Montrose-O'Hare,01/24/2024,W,1467
41330,Montrose-O'Hare,01/25/2024,W,1527
41330,Montrose-O'Hare,01/26/2024,W,1210
41330,Montrose-O'Hare,01/27/2024,A,704
41330,Montrose-O'Hare,01/28/2024,U,569
41330,Montrose-O'Hare,01/29/2024,W,1285
41330,Montrose-O'Hare,01/30/2024,W,1444
41330,Montrose-O'Hare,01/31/2024,W,1448
41340,LaSalle,01/01/2024,U,472
41340,LaSalle,01/02/2024,W,1017
41340,LaSalle,01/03/2024,W,1112
41340,LaSalle,01/04/2024,W,1155
41340,LaSalle,01/05/2024,W,1002
41340,LaSalle,01/06/2024,A,580
41340,LaSalle,01/07/2024,U,502
41340,LaSalle,01/08/2024,W,1528
41340,LaSalle,01/09/2024,W,1498
41340,LaSalle,01/10/2024,W,1678
41340,LaSalle,01/11/2024,W,1595
41340,LaSalle,01/12/2024,W,966
41340,LaSalle,01/13/2024,A,533
41340,LaSalle,01/14/2024,U,289
41340,LaSalle,01/15/2024,W,426
41340,LaSalle,01/16/2024,W,720
41340,LaSalle,01/17/2024,W,1500
41340,LaSalle,01/18/2024,W,1598
41340,LaSalle,01/19/2024,W,1335
41340,LaSalle,01/20/2024,A,675
41340,LaSalle,01/21/2024,U,501
41340,LaSalle,01/22/2024,W,1660
41340,LaSalle,01/23/2024,W,1714
41340,LaSalle,01/24/2024,W,1945
41340,LaSalle,01/25/2024,W,1764
41340,LaSalle,01/26/2024,W,1627
41340,LaSalle,01/27/2024,A,810
41340,LaSalle,01/28/2024,U,535
41340,LaSalle,01/29/2024,W,1513
41340,LaSalle,01/30/2024,W,1783
41340,LaSalle,01/31/2024,W,1836
41350,Oak Park-Lake,01/01/2024,U,158
41350,Oak Park-Lake,01/02/2024,W,539
41350,Oak Park-Lake,01/03/2024,W,687
41350,Oak Park-Lake,01/04/2024,W,689
41350,Oak Park-Lake,01/05/2024,W,549
41350,Oak Park-Lake,01/06/2024,A,299
41350,Oak Park-Lake,01/07/2024,U,221
41350,Oak Park-Lake,01/08/2024,W,622
41350,Oak Park-Lake,01/09/2024,W,666
41350,Oak Park-Lake,01/10/2024,W,681
41350,Oak Park-Lake,01/11/2024,W,735
41350,Oak Park-Lake,01/12/2024,W,398
41350,Oak Park-Lake,01/13/2024,A,258
41350,Oak Park-Lake,01/14/2024,U,128
41350,Oak Park-Lake,01/15/2024,W,180
41350,Oak Park-Lake,01/16/2024,W,342
41350,Oak Park-Lake,01/17/2024,W,587
41350,Oak Park-Lake,01/18/2024,W,711
41350,Oak Park-Lake,01/19/2024,W,494
41350,Oak Park-Lake,01/20/2024,A,262
41350,Oak Park-Lake,01/21/2024,U,203
41350,Oak Park-Lake,01/22/2024,W,641
41350,Oak Park-Lake,01/23/2024,W,775
41350,Oak Park-Lake,01/24/2024,W,740
41350,Oak Park-Lake,01/25/2024,W,717
41350,Oak Park-Lake,01/26/2024,W,589
41350,Oak Park-Lake,01/27/2024,A,364
41350,Oak Park-Lake,01/28/2024,U,222
41350,Oak Park-Lake,01/29/2024,W,628
41350,Oak Park-Lake,01/30/2024,W,781
41350,Oak Park-Lake,01/31/2024,W,798
41360,California-Lake,01/01/2024,U,216
41360,California-Lake,01/02/2024,W,543
41360,California-Lake,01/03/2024,W,659
41360,California-Lake,01/04/2024,W,610
41360,California-Lake,01/05/2024,W,602
41360,California-Lake,01/06/2024,A,282
41360,California-Lake,01/07/2024,U,238
41360,California-Lake,01/08/2024,W,738
41360,California-Lake,01/09/2024,W,682
41360,California-Lake,01/10/2024,W,722
41360,California-Lake,01/11/2024,W,692
41360,California-Lake,01/12/2024,W,461
41360,California-Lake,01/13/2024,A,248
41360,California-Lake,01/14/2024,U,131
41360,California-Lake,01/15/2024,W,208
41360,California-Lake,01/16/2024,W,369
41360,California-Lake,01/17/2024,W,561
41360,California-Lake,01/18/2024,W,693
41360,California-Lake,01/19/2024,W,537
41360,California-Lake,01/20/2024,A,271
41360,California-Lake,01/21/2024,U,216
41360,California-Lake,01/22/2024,W,654
41360,California-Lake,01/23/2024,W,709
41360,California-Lake,01/24/2024,W,671
41360,California-Lake,01/25/2024,W,704
41360,California-Lake,01/26/2024,W,639
41360,California-Lake,01/27/2024,A,300
41360,California-Lake,01/28/2024,U,229
41360,California-Lake,01/29/2024,W,694
41360,California-Lake,01/30/2024,W,782
41360,California-Lake,01/31/2024,W,772
41380,Bryn Mawr,01/01/2024,U,763
41380,Bryn Mawr,01/02/2024,W,1335
41380,Bryn Mawr,01/03/2024,W,1395
41380,Bryn Mawr,01/04/2024,W,1452
41380,Bryn Mawr,01/05/2024,W,1345
41380,Bryn Mawr,01/06/2024,A,1032
41380,Bryn Mawr,01/07/2024,U,730
41380,Bryn Mawr,01/08/2024,W,1502
41380,Bryn Mawr,01/09/2024,W,1473
41380,Bryn Mawr,01/10/2024,W,1577
41380,Bryn Mawr,01/11/2024,W,1580
41380,Bryn Mawr,01/12/2024,W,1182
41380,Bryn Mawr,01/13/2024,A,946
41380,Bryn Mawr,01/14/2024,U,496
41380,Bryn Mawr,01/15/2024,W,650
41380,Bryn Mawr,01/16/2024,W,806
41380,Bryn Mawr,01/17/2024,W,1362
41380,Bryn Mawr,01/18/2024,W,1645
41380,Bryn Mawr,01/19/2024,W,1427
41380,Bryn Mawr,01/20/2024,A,919
41380,Bryn Mawr,01/21/2024,U,664
41380,Bryn Mawr,01/22/2024,W,1505
41380,Bryn Mawr,01/23/2024,W,1632
41380,Bryn Mawr,01/24/2024,W,1619
41380,Bryn Mawr,01/25/2024,W,1698
41380,Bryn Mawr,01/26/2024,W,1554
41380,Bryn Mawr,01/27/2024,A,997
41380,Bryn Mawr,01/28/2024,U,747
41380,Bryn Mawr,01/29/2024,W,1490
41380,Bryn Mawr,01/30/2024,W,1669
41380,Bryn Mawr,01/31/2024,W,1717
41400,Roosevelt,01/01/2024,U,3010
41400,Roosevelt,01/02/2024,W,5121
41400,Roosevelt,01/03/2024,W,5635
41400,Roosevelt,01/04/2024,W,5417
41400,Roosevelt,01/05/2024,W,5256
41400,Roosevelt,01/06/2024,A,4151
41400,Roosevelt,01/07/2024,U,3336
41400,Roosevelt,01/08/2024,W,5342
41400,Roosevelt,01/09/2024,W,5209
41400,Roosevelt,01/10/2024,W,5884
41400,Roosevelt,01/11/2024,W,5933
41400,Roosevelt,01/12/2024,W,4430
41400,Roosevelt,01/13/2024,A,4110
41400,Roosevelt,01/14/2024,U,1959
41400,Roosevelt,01/15/2024,W,2682
41400,Roosevelt,01/16/2024,W,3291
41400,Roosevelt,01/17/2024,W,4766
41400,Roosevelt,01/18/2024,W,5329
41400,Roosevelt,01/19/2024,W,5030
41400,Roosevelt,01/20/2024,A,4044
41400,Roosevelt,01/21/2024,U,3179
41400,Roosevelt,01/22/2024,W,5415
41400,Roosevelt,01/23/2024,W,5902
41400,Roosevelt,01/24/2024,W,6050
41400,Roosevelt,01/25/2024,W,6142
41400,Roosevelt,01/26/2024,W,5881
41400,Roosevelt,01/27/2024,A,4565
41400,Roosevelt,01/28/2024,U,3371
41400,Roosevelt,01/29/2024,W,5534
41400,Roosevelt,01/30/2024,W,6144
41400,Roosevelt,01/31/2024,W,6209
41410,Chicago/Milwaukee,01/01/2024,U,855
41410,Chicago/Milwaukee,01/02/2024,W,1701
41410,Chicago/Milwaukee,01/03/2024,W,1885
41410,Chicago/Milwaukee,01/04/2024,W,1931
41410,Chicago/Milwaukee,01/05/2024,W,1723
41410,Chicago/Milwaukee,01/06/2024,A,1130
41410,Chicago/Milwaukee,01/07/2024,U,839
41410,Chicago/Milwaukee,01/08/2024,W,1834
41410,Chicago/Milwaukee,01/09/2024,W,1988
41410,Chicago/Milwaukee,01/10/2024,W,2290
41410,Chicago/Milwaukee,01/11/2024,W,2288
41410,Chicago/Milwaukee,01/12/2024,W,1472
41410,Chicago/Milwaukee,01/13/2024,A,1106
41410,Chicago/Milwaukee,01/14/2024,U,536
41410,Chicago/Milwaukee,01/15/2024,W,759
41410,Chicago/Milwaukee,01/16/2024,W,1113
41410,Chicago/Milwaukee,01/17/2024,W,1945
41410,Chicago/Milwaukee,01/18/2024,W,2148
41410,Chicago/Milwaukee,01/19/2024,W,1807
41410,Chicago/Milwaukee,01/20/2024,A,1123
41410,Chicago/Milwaukee,01/21/2024,U,830
41410,Chicago/Milwaukee,01/22/2024,W,2016
41410,Chicago/Milwaukee,01/23/2024,W,2324
